@relation ENB2012_data-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute Y1 numeric

@data
0.555556,0.333333,0.428571,0.333333,1,1,0.625,0.6,0.516581
0.472222,0.416667,0.571429,0.333333,1,0,0.625,0.6,0.890537
0.472222,0.416667,0.571429,0.333333,1,0.333333,0.625,0.6,0.871933
0.472222,0.416667,0.571429,0.333333,1,0.666667,0.625,0.6,0.911297
0.472222,0.416667,0.571429,0.333333,1,1,0.625,0.6,0.911836
0.388889,0.5,1,0.111111,1,0,0.625,0.6,0.808304
0.388889,0.5,1,0.111111,1,0.333333,0.625,0.6,0.824481
0.388889,0.5,1,0.111111,1,0.666667,0.625,0.6,0.798868
0.388889,0.5,1,0.111111,1,1,0.625,0.6,0.822594
0.333333,0.583333,0,1,0,0,0.625,0.6,0.156107
0.333333,0.583333,0,1,0,0.333333,0.625,0.6,0.162308
0.333333,0.583333,0,1,0,0.666667,0.625,0.6,0.16096
0.333333,0.583333,0,1,0,1,0.625,0.6,0.153141
0.25,0.666667,0.142857,1,0,0,0.625,0.6,0.172553
0.25,0.666667,0.142857,1,0,0.333333,0.625,0.6,0.169048
0.25,0.666667,0.142857,1,0,0.666667,0.625,0.6,0.164195
0.25,0.666667,0.142857,1,0,1,0.625,0.6,0.166622
0.194444,0.75,0.285714,1,0,0,0.625,0.6,0.170666
0.194444,0.75,0.285714,1,0,0.333333,0.625,0.6,0.173901
0.194444,0.75,0.285714,1,0,0.666667,0.625,0.6,0.169857
0.194444,0.75,0.285714,1,0,1,0.625,0.6,0.164734
0.111111,0.833333,0.428571,1,0,0,0.625,0.6,0.187652
0.111111,0.833333,0.428571,1,0,0.333333,0.625,0.6,0.18873
0.111111,0.833333,0.428571,1,0,0.666667,0.625,0.6,0.181451
0.111111,0.833333,0.428571,1,0,1,0.625,0.6,0.184147
0.055556,0.916667,0.571429,1,0,0,0.625,0.6,0.291723
0.055556,0.916667,0.571429,1,0,0.333333,0.625,0.6,0.294419
0.055556,0.916667,0.571429,1,0,0.666667,0.625,0.6,0.287139
0.055556,0.916667,0.571429,1,0,1,0.625,0.6,0.292532
0,1,0.714286,1,0,0,0.625,0.6,0.212995
0,1,0.714286,1,0,0.333333,0.625,0.6,0.224589
0,1,0.714286,1,0,0.666667,0.625,0.6,0.214074
0,1,0.714286,1,0,1,0.625,0.6,0.215152
1,0,0.285714,0,1,0,0.625,0.8,0.611755
1,0,0.285714,0,1,0.333333,0.625,0.8,0.607711
1,0,0.285714,0,1,0.666667,0.625,0.8,0.596926
1,0,0.285714,0,1,1,0.625,0.8,0.609598
0.777778,0.166667,0.428571,0.111111,1,0,0.625,0.8,0.718792
0.777778,0.166667,0.428571,0.111111,1,0.333333,0.625,0.8,0.69237
0.777778,0.166667,0.428571,0.111111,1,0.666667,0.625,0.8,0.702615
0.777778,0.166667,0.428571,0.111111,1,1,0.625,0.8,0.735239
0.666667,0.25,0.285714,0.333333,1,0,0.625,0.8,0.632516
0.666667,0.25,0.285714,0.333333,1,0.333333,0.625,0.8,0.604206
0.666667,0.25,0.285714,0.333333,1,0.666667,0.625,0.8,0.622001
0.666667,0.25,0.285714,0.333333,1,1,0.625,0.8,0.64357
0.555556,0.333333,0.428571,0.333333,1,0,0.625,0.8,0.529792
0.555556,0.333333,0.428571,0.333333,1,0.333333,0.625,0.8,0.510919
0.555556,0.333333,0.428571,0.333333,1,0.666667,0.625,0.8,0.523591
0.555556,0.333333,0.428571,0.333333,1,1,0.625,0.8,0.538959
0.472222,0.416667,0.571429,0.333333,1,0,0.625,0.8,0.91642
0.472222,0.416667,0.571429,0.333333,1,0.333333,0.625,0.8,0.885144
0.472222,0.416667,0.571429,0.333333,1,0.666667,0.625,0.8,0.871394
0.472222,0.416667,0.571429,0.333333,1,1,0.625,0.8,0.919655
0.388889,0.5,1,0.111111,1,0,0.625,0.8,0.834187
0.388889,0.5,1,0.111111,1,0.333333,0.625,0.8,0.820706
0.388889,0.5,1,0.111111,1,0.666667,0.625,0.8,0.830413
0.388889,0.5,1,0.111111,1,1,0.625,0.8,0.815584
0.333333,0.583333,0,1,0,0,0.625,0.8,0.170127
0.333333,0.583333,0,1,0,0.333333,0.625,0.8,0.169587
0.333333,0.583333,0,1,0,0.666667,0.625,0.8,0.166352
0.333333,0.583333,0,1,0,1,0.625,0.8,0.173092
0.25,0.666667,0.142857,1,0,0,0.625,0.8,0.171205
0.25,0.666667,0.142857,1,0,0.333333,0.625,0.8,0.17471
0.25,0.666667,0.142857,1,0,0.666667,0.625,0.8,0.166083
0.25,0.666667,0.142857,1,0,1,0.625,0.8,0.169048
0.194444,0.75,0.285714,1,0,0,0.625,0.8,0.186034
0.194444,0.75,0.285714,1,0,0.333333,0.625,0.8,0.187112
0.194444,0.75,0.285714,1,0,0.666667,0.625,0.8,0.179563
0.194444,0.75,0.285714,1,0,1,0.625,0.8,0.184686
0.111111,0.833333,0.428571,1,0,0,0.625,0.8,0.187112
0.111111,0.833333,0.428571,1,0,0.333333,0.625,0.8,0.188461
0.111111,0.833333,0.428571,1,0,0.666667,0.625,0.8,0.184686
0.111111,0.833333,0.428571,1,0,1,0.625,0.8,0.186304
0.055556,0.916667,0.571429,1,0,0,0.625,0.8,0.296037
0.055556,0.916667,0.571429,1,0,0.333333,0.625,0.8,0.287948
0.055556,0.916667,0.571429,1,0,0.666667,0.625,0.8,0.284443
0.055556,0.916667,0.571429,1,0,1,0.625,0.8,0.286061
0,1,0.714286,1,0,0,0.625,0.8,0.224319
0,1,0.714286,1,0,0.333333,0.625,0.8,0.231868
0,1,0.714286,1,0,0.666667,0.625,0.8,0.231868
0,1,0.714286,1,0,1,0.625,0.8,0.232947
1,0,0.285714,0,1,0,0.625,1,0.611486
1,0,0.285714,0,1,0.333333,0.625,1,0.60852
1,0,0.285714,0,1,0.666667,0.625,1,0.596926
1,0,0.285714,0,1,1,0.625,1,0.609329
0.777778,0.166667,0.428571,0.111111,1,0,0.625,1,0.731194
0.777778,0.166667,0.428571,0.111111,1,0.333333,0.625,1,0.709086
0.777778,0.166667,0.428571,0.111111,1,0.666667,0.625,1,0.688056
0.777778,0.166667,0.428571,0.111111,1,1,0.625,1,0.71313
0.666667,0.25,0.285714,0.333333,1,0,0.625,1,0.638986
0.666667,0.25,0.285714,0.333333,1,0.333333,0.625,1,0.62227
0.666667,0.25,0.285714,0.333333,1,0.666667,0.625,1,0.60124
0.666667,0.25,0.285714,0.333333,1,1,0.625,1,0.630359
0.555556,0.333333,0.428571,0.333333,1,0,0.625,1,0.530871
0.555556,0.333333,0.428571,0.333333,1,0.333333,0.625,1,0.516581
0.555556,0.333333,0.428571,0.333333,1,0.666667,0.625,1,0.501213
0.555556,0.333333,0.428571,0.333333,1,1,0.625,1,0.525209
0.472222,0.416667,0.571429,0.333333,1,0,0.625,1,0.913454
0.472222,0.416667,0.571429,0.333333,1,0.333333,0.625,1,0.911836
0.472222,0.416667,0.571429,0.333333,1,0.666667,0.625,1,0.889728
0.472222,0.416667,0.571429,0.333333,1,1,0.625,1,0.880022
0.388889,0.5,1,0.111111,1,0,0.625,1,0.800216
0.388889,0.5,1,0.111111,1,0.333333,0.625,1,0.825829
0.388889,0.5,1,0.111111,1,0.666667,0.625,1,0.810191
0.388889,0.5,1,0.111111,1,1,0.625,1,0.827447
0.333333,0.583333,0,1,0,0,0.625,1,0.164734
0.333333,0.583333,0,1,0,0.333333,0.625,1,0.152602
0.333333,0.583333,0,1,0,0.666667,0.625,1,0.151793
0.333333,0.583333,0,1,0,1,0.625,1,0.162038
0.25,0.666667,0.142857,1,0,0,0.625,1,0.168779
0.25,0.666667,0.142857,1,0,0.333333,0.625,1,0.166622
0.25,0.666667,0.142857,1,0,0.666667,0.625,1,0.168239
0.25,0.666667,0.142857,1,0,1,0.625,1,0.168779
0.194444,0.75,0.285714,1,0,0,0.625,1,0.174171
0.194444,0.75,0.285714,1,0,0.333333,0.625,1,0.164734
0.194444,0.75,0.285714,1,0,0.666667,0.625,1,0.166352
0.194444,0.75,0.285714,1,0,1,0.625,1,0.174171
0.111111,0.833333,0.428571,1,0,0,0.625,1,0.186573
0.111111,0.833333,0.428571,1,0,0.333333,0.625,1,0.183607
0.111111,0.833333,0.428571,1,0,0.666667,0.625,1,0.182529
0.111111,0.833333,0.428571,1,0,1,0.625,1,0.189
0.055556,0.916667,0.571429,1,0,0,0.625,1,0.289027
0.055556,0.916667,0.571429,1,0,0.333333,0.625,1,0.292532
0.055556,0.916667,0.571429,1,0,0.666667,0.625,1,0.289836
0.055556,0.916667,0.571429,1,0,1,0.625,1,0.294149
0,1,0.714286,1,0,0,0.625,1,0.206794
0,1,0.714286,1,0,0.333333,0.625,1,0.215152
0,1,0.714286,1,0,0.666667,0.625,1,0.219736
0,1,0.714286,1,0,1,0.625,1,0.211647
1,0,0.285714,0,1,0,1,0.2,0.707738
1,0,0.285714,0,1,0.333333,1,0.2,0.707738
1,0,0.285714,0,1,0.666667,1,0.2,0.713939
1,0,0.285714,0,1,1,1,0.2,0.715018
0.777778,0.166667,0.428571,0.111111,1,0,1,0.2,0.821246
0.777778,0.166667,0.428571,0.111111,1,0.333333,1,0.2,0.842006
0.777778,0.166667,0.428571,0.111111,1,0.666667,1,0.2,0.826368
0.777778,0.166667,0.428571,0.111111,1,1,1,0.2,0.807495
0.666667,0.25,0.285714,0.333333,1,0,1,0.2,0.697762
0.666667,0.25,0.285714,0.333333,1,0.333333,1,0.2,0.711243
0.666667,0.25,0.285714,0.333333,1,0.666667,1,0.2,0.703154
0.666667,0.25,0.285714,0.333333,1,1,1,0.2,0.681585
0.555556,0.333333,0.428571,0.333333,1,0,1,0.2,0.625775
0.555556,0.333333,0.428571,0.333333,1,0.333333,1,0.2,0.644379
0.555556,0.333333,0.428571,0.333333,1,0.666667,1,0.2,0.634133
0.555556,0.333333,0.428571,0.333333,1,1,1,0.2,0.610407
0.472222,0.416667,0.571429,0.333333,1,0,1,0.2,0.954166
0.472222,0.416667,0.571429,0.333333,1,0.333333,1,0.2,0.987059
0.472222,0.416667,0.571429,0.333333,1,0.666667,1,0.2,0.983823
0.472222,0.416667,0.571429,0.333333,1,1,1,0.2,0.961445
0.388889,0.5,1,0.111111,1,0,1,0.2,0.937449
0.388889,0.5,1,0.111111,1,0.333333,1,0.2,0.915611
0.388889,0.5,1,0.111111,1,0.666667,1,0.2,0.935562
0.388889,0.5,1,0.111111,1,1,1,0.2,0.928013
0.333333,0.583333,0,1,0,0,1,0.2,0.229442
0.333333,0.583333,0,1,0,0.333333,1,0.2,0.231868
0.333333,0.583333,0,1,0,0.666667,1,0.2,0.228903
0.333333,0.583333,0,1,0,1,1,0.2,0.230251
0.25,0.666667,0.142857,1,0,0,1,0.2,0.229172
0.25,0.666667,0.142857,1,0,0.333333,1,0.2,0.231599
0.25,0.666667,0.142857,1,0,0.666667,1,0.2,0.228903
0.25,0.666667,0.142857,1,0,1,1,0.2,0.23106
0.194444,0.75,0.285714,1,0,0,1,0.2,0.229172
0.194444,0.75,0.285714,1,0,0.333333,1,0.2,0.234295
0.194444,0.75,0.285714,1,0,0.666667,1,0.2,0.226746
0.194444,0.75,0.285714,1,0,1,1,0.2,0.226746
0.111111,0.833333,0.428571,1,0,0,1,0.2,0.248585
0.111111,0.833333,0.428571,1,0,0.333333,1,0.2,0.248585
0.111111,0.833333,0.428571,1,0,0.666667,1,0.2,0.248585
0.111111,0.833333,0.428571,1,0,1,1,0.2,0.248585
0.055556,0.916667,0.571429,1,0,0,1,0.2,0.364249
0.055556,0.916667,0.571429,1,0,0.333333,1,0.2,0.359935
0.055556,0.916667,0.571429,1,0,0.666667,1,0.2,0.363171
0.055556,0.916667,0.571429,1,0,1,1,0.2,0.361553
0,1,0.714286,1,0,0,1,0.2,0.24481
0,1,0.714286,1,0,0.333333,1,0.2,0.30089
0,1,0.714286,1,0,0.666667,1,0.2,0.300081
0,1,0.714286,1,0,1,1,0.2,0.300081
1,0,0.285714,0,1,0,1,0.4,0.722836
1,0,0.285714,0,1,0.333333,1,0.4,0.719871
1,0,0.285714,0,1,0.666667,1,0.4,0.707199
1,0,0.285714,0,1,1,1,0.4,0.72014
0.777778,0.166667,0.428571,0.111111,1,0,1,0.4,0.80426
0.777778,0.166667,0.428571,0.111111,1,0.333333,1,0.4,0.823942
0.777778,0.166667,0.428571,0.111111,1,0.666667,1,0.4,0.810191
0.777778,0.166667,0.428571,0.111111,1,1,1,0.4,0.800216
0.666667,0.25,0.285714,0.333333,1,0,1,0.4,0.713669
0.666667,0.25,0.285714,0.333333,1,0.333333,1,0.4,0.720679
0.666667,0.25,0.285714,0.333333,1,0.666667,1,0.4,0.704233
0.666667,0.25,0.285714,0.333333,1,1,1,0.4,0.691022
0.555556,0.333333,0.428571,0.333333,1,0,1,0.4,0.618496
0.555556,0.333333,0.428571,0.333333,1,0.333333,1,0.4,0.633055
0.555556,0.333333,0.428571,0.333333,1,0.666667,1,0.4,0.610138
0.555556,0.333333,0.428571,0.333333,1,1,1,0.4,0.593152
0.472222,0.416667,0.571429,0.333333,1,0,1,0.4,0.960636
0.472222,0.416667,0.571429,0.333333,1,0.333333,1,0.4,1
0.472222,0.416667,0.571429,0.333333,1,0.666667,1,0.4,0.990294
0.472222,0.416667,0.571429,0.333333,1,1,1,0.4,0.968185
0.388889,0.5,1,0.111111,1,0,1,0.4,0.937449
0.388889,0.5,1,0.111111,1,0.333333,1,0.4,0.920464
0.388889,0.5,1,0.111111,1,0.666667,1,0.4,0.931788
0.388889,0.5,1,0.111111,1,1,1,0.4,0.927743
0.333333,0.583333,0,1,0,0,1,0.4,0.229981
0.333333,0.583333,0,1,0,0.333333,1,0.4,0.227555
0.333333,0.583333,0,1,0,0.666667,1,0.4,0.220275
0.333333,0.583333,0,1,0,1,1,0.4,0.228903
0.25,0.666667,0.142857,1,0,0,1,0.4,0.234295
0.25,0.666667,0.142857,1,0,0.333333,1,0.4,0.233217
0.25,0.666667,0.142857,1,0,0.666667,1,0.4,0.226207
0.25,0.666667,0.142857,1,0,1,1,0.4,0.234565
0.194444,0.75,0.285714,1,0,0,1,0.4,0.235643
0.194444,0.75,0.285714,1,0,0.333333,1,0.4,0.234565
0.194444,0.75,0.285714,1,0,0.666667,1,0.4,0.224319
0.194444,0.75,0.285714,1,0,1,1,0.4,0.232138
0.111111,0.833333,0.428571,1,0,0,1,0.4,0.25155
0.111111,0.833333,0.428571,1,0,0.333333,1,0.4,0.250202
0.111111,0.833333,0.428571,1,0,0.666667,1,0.4,0.24481
0.111111,0.833333,0.428571,1,0,1,1,0.4,0.250472
0.055556,0.916667,0.571429,1,0,0,1,0.4,0.355621
0.055556,0.916667,0.571429,1,0,0.333333,1,0.4,0.346994
0.055556,0.916667,0.571429,1,0,0.666667,1,0.4,0.347533
0.055556,0.916667,0.571429,1,0,1,1,0.4,0.353465
0,1,0.714286,1,0,0,1,0.4,0.289836
0,1,0.714286,1,0,0.333333,1,0.4,0.302507
0,1,0.714286,1,0,0.666667,1,0.4,0.303316
0,1,0.714286,1,0,1,1,0.4,0.30035
1,0,0.285714,0,1,0,1,0.6,0.722836
1,0,0.285714,0,1,0.333333,1,0.6,0.719331
1,0,0.285714,0,1,0.666667,1,0.6,0.706929
1,0,0.285714,0,1,1,1,0.6,0.720949
0.777778,0.166667,0.428571,0.111111,1,0,1,0.6,0.761122
0.777778,0.166667,0.428571,0.111111,1,0.333333,1,0.6,0.780264
0.777778,0.166667,0.428571,0.111111,1,0.666667,1,0.6,0.78296
0.777778,0.166667,0.428571,0.111111,1,1,1,0.6,0.76247
0.666667,0.25,0.285714,0.333333,1,0,1,0.6,0.681316
0.666667,0.25,0.285714,0.333333,1,0.333333,1,0.6,0.703963
0.666667,0.25,0.285714,0.333333,1,0.666667,1,0.6,0.702076
0.666667,0.25,0.285714,0.333333,1,1,1,0.6,0.696414
0.555556,0.333333,0.428571,0.333333,1,0,1,0.6,0.610946
0.555556,0.333333,0.428571,0.333333,1,0.333333,1,0.6,0.637908
0.555556,0.333333,0.428571,0.333333,1,0.666667,1,0.6,0.632516
0.555556,0.333333,0.428571,0.333333,1,1,1,0.6,0.617417
0.472222,0.416667,0.571429,0.333333,1,0,1,0.6,0.950391
0.472222,0.416667,0.571429,0.333333,1,0.333333,1,0.6,0.951469
0.472222,0.416667,0.571429,0.333333,1,0.666667,1,0.6,0.983554
0.472222,0.416667,0.571429,0.333333,1,1,1,0.6,0.972499
0.388889,0.5,1,0.111111,1,0,1,0.6,0.898086
0.388889,0.5,1,0.111111,1,0.333333,1,0.6,0.912106
0.388889,0.5,1,0.111111,1,0.666667,1,0.6,0.886492
0.388889,0.5,1,0.111111,1,1,1,0.6,0.907792
0.333333,0.583333,0,1,0,0,1,0.6,0.214613
0.333333,0.583333,0,1,0,0.333333,1,0.6,0.221353
0.333333,0.583333,0,1,0,0.666667,1,0.6,0.218118
0.333333,0.583333,0,1,0,1,1,0.6,0.20949
0.25,0.666667,0.142857,1,0,0,1,0.6,0.217309
0.25,0.666667,0.142857,1,0,0.333333,1,0.6,0.216231
0.25,0.666667,0.142857,1,0,0.666667,1,0.6,0.213804
0.25,0.666667,0.142857,1,0,1,1,0.6,0.211647
0.194444,0.75,0.285714,1,0,0,1,0.6,0.22405
0.194444,0.75,0.285714,1,0,0.333333,1,0.6,0.23052
0.194444,0.75,0.285714,1,0,0.666667,1,0.6,0.224319
0.194444,0.75,0.285714,1,0,1,1,0.6,0.217579
0.111111,0.833333,0.428571,1,0,0,1,0.6,0.246697
0.111111,0.833333,0.428571,1,0,0.333333,1,0.6,0.247236
0.111111,0.833333,0.428571,1,0,0.666667,1,0.6,0.234834
0.111111,0.833333,0.428571,1,0,1,1,0.6,0.239687
0.055556,0.916667,0.571429,1,0,0,1,0.6,0.336209
0.055556,0.916667,0.571429,1,0,0.333333,1,0.6,0.34241
0.055556,0.916667,0.571429,1,0,0.666667,1,0.6,0.336209
0.055556,0.916667,0.571429,1,0,1,1,0.6,0.33567
0,1,0.714286,1,0,0,1,0.6,0.282017
0,1,0.714286,1,0,0.333333,1,0.6,0.278781
0,1,0.714286,1,0,0.666667,1,0.6,0.284174
0,1,0.714286,1,0,1,1,0.6,0.289296
1,0,0.285714,0,1,0,1,0.8,0.723645
1,0,0.285714,0,1,0.333333,1,0.8,0.718792
1,0,0.285714,0,1,0.666667,1,0.8,0.70639
1,0,0.285714,0,1,1,1,0.8,0.720679
0.777778,0.166667,0.428571,0.111111,1,0,1,0.8,0.820706
0.777778,0.166667,0.428571,0.111111,1,0.333333,1,0.8,0.801294
0.777778,0.166667,0.428571,0.111111,1,0.666667,1,0.8,0.792397
0.777778,0.166667,0.428571,0.111111,1,1,1,0.8,0.823942
0.666667,0.25,0.285714,0.333333,1,0,1,0.8,0.710973
0.666667,0.25,0.285714,0.333333,1,0.333333,1,0.8,0.691561
0.666667,0.25,0.285714,0.333333,1,0.666667,1,0.8,0.704772
0.666667,0.25,0.285714,0.333333,1,1,1,0.8,0.720949
0.555556,0.333333,0.428571,0.333333,1,0,1,0.8,0.617956
0.555556,0.333333,0.428571,0.333333,1,0.333333,1,0.8,0.59423
0.555556,0.333333,0.428571,0.333333,1,0.666667,1,0.8,0.610138
0.555556,0.333333,0.428571,0.333333,1,1,1,0.8,0.633864
0.472222,0.416667,0.571429,0.333333,1,0,1,0.8,0.991103
0.472222,0.416667,0.571429,0.333333,1,0.333333,1,0.8,0.963063
0.472222,0.416667,0.571429,0.333333,1,0.666667,1,0.8,0.952009
0.472222,0.416667,0.571429,0.333333,1,1,1,0.8,0.996225
0.388889,0.5,1,0.111111,1,0,1,0.8,0.934753
0.388889,0.5,1,0.111111,1,0.333333,1,0.8,0.927204
0.388889,0.5,1,0.111111,1,0.666667,1,0.8,0.932596
0.388889,0.5,1,0.111111,1,1,1,0.8,0.919385
0.333333,0.583333,0,1,0,0,1,0.8,0.225398
0.333333,0.583333,0,1,0,0.333333,1,0.8,0.228363
0.333333,0.583333,0,1,0,0.666667,1,0.8,0.22405
0.333333,0.583333,0,1,0,1,1,0.8,0.227285
0.25,0.666667,0.142857,1,0,0,1,0.8,0.231599
0.25,0.666667,0.142857,1,0,0.333333,1,0.8,0.234295
0.25,0.666667,0.142857,1,0,0.666667,1,0.8,0.228094
0.25,0.666667,0.142857,1,0,1,1,0.8,0.233217
0.194444,0.75,0.285714,1,0,0,1,0.8,0.229981
0.194444,0.75,0.285714,1,0,0.333333,1,0.8,0.232138
0.194444,0.75,0.285714,1,0,0.666667,1,0.8,0.229712
0.194444,0.75,0.285714,1,0,1,1,0.8,0.234565
0.111111,0.833333,0.428571,1,0,0,1,0.8,0.25155
0.111111,0.833333,0.428571,1,0,0.333333,1,0.8,0.250202
0.111111,0.833333,0.428571,1,0,0.666667,1,0.8,0.24481
0.111111,0.833333,0.428571,1,0,1,1,0.8,0.250472
0.055556,0.916667,0.571429,1,0,0,1,0.8,0.351847
0.055556,0.916667,0.571429,1,0,0.333333,1,0.8,0.353734
0.055556,0.916667,0.571429,1,0,0.666667,1,0.8,0.350229
0.055556,0.916667,0.571429,1,0,1,1,0.8,0.345915
0,1,0.714286,1,0,0,1,0.8,0.281208
0,1,0.714286,1,0,0.333333,1,0.8,0.29361
0,1,0.714286,1,0,0.666667,1,0.8,0.294689
0,1,0.714286,1,0,1,1,0.8,0.290105
1,0,0.285714,0,1,0,1,1,0.723376
1,0,0.285714,0,1,0.333333,1,1,0.72014
1,0,0.285714,0,1,0.666667,1,1,0.70639
1,0,0.285714,0,1,1,1,1,0.72041
0.777778,0.166667,0.428571,0.111111,1,0,1,1,0.799676
0.777778,0.166667,0.428571,0.111111,1,0.333333,1,1,0.781882
0.777778,0.166667,0.428571,0.111111,1,0.666667,1,1,0.774063
0.777778,0.166667,0.428571,0.111111,1,1,1,1,0.788083
0.666667,0.25,0.285714,0.333333,1,0,1,1,0.709086
0.666667,0.25,0.285714,0.333333,1,0.333333,1,1,0.695605
0.666667,0.25,0.285714,0.333333,1,0.666667,1,1,0.677002
0.666667,0.25,0.285714,0.333333,1,1,1,1,0.702346
0.555556,0.333333,0.428571,0.333333,1,0,1,1,0.646805
0.555556,0.333333,0.428571,0.333333,1,0.333333,1,1,0.633324
0.555556,0.333333,0.428571,0.333333,1,0.666667,1,1,0.621461
0.555556,0.333333,0.428571,0.333333,1,1,1,1,0.644648
0.472222,0.416667,0.571429,0.333333,1,0,1,1,0.973308
0.472222,0.416667,0.571429,0.333333,1,0.333333,1,1,0.969264
0.472222,0.416667,0.571429,0.333333,1,0.666667,1,1,0.945807
0.472222,0.416667,0.571429,0.333333,1,1,1,1,0.937719
0.388889,0.5,1,0.111111,1,0,1,1,0.884605
0.388889,0.5,1,0.111111,1,0.333333,1,1,0.90887
0.388889,0.5,1,0.111111,1,0.666667,1,1,0.897816
0.388889,0.5,1,0.111111,1,1,1,1,0.912645
0.333333,0.583333,0,1,0,0,1,1,0.226476
0.333333,0.583333,0,1,0,0.333333,1,1,0.220545
0.333333,0.583333,0,1,0,0.666667,1,1,0.220005
0.333333,0.583333,0,1,0,1,1,1,0.225937
0.25,0.666667,0.142857,1,0,0,1,1,0.173092
0.25,0.666667,0.142857,1,0,0.333333,1,1,0.178485
0.25,0.666667,0.142857,1,0,0.666667,1,1,0.18199
0.25,0.666667,0.142857,1,0,1,1,1,0.172823
0.194444,0.75,0.285714,1,0,0,1,1,0.218657
0.194444,0.75,0.285714,1,0,0.333333,1,1,0.222971
0.194444,0.75,0.285714,1,0,0.666667,1,1,0.225398
0.194444,0.75,0.285714,1,0,1,1,1,0.221084
0.111111,0.833333,0.428571,1,0,0,1,1,0.241305
0.111111,0.833333,0.428571,1,0,0.333333,1,1,0.240226
0.111111,0.833333,0.428571,1,0,0.666667,1,1,0.240226
0.111111,0.833333,0.428571,1,0,1,1,1,0.246697
0.055556,0.916667,0.571429,1,0,0,1,1,0.31491
0.055556,0.916667,0.571429,1,0,0.333333,1,1,0.32839
0.055556,0.916667,0.571429,1,0,0.666667,1,1,0.327582
0.055556,0.916667,0.571429,1,0,1,1,1,0.320032
0,1,0.714286,1,0,0,1,1,0.283904
0,1,0.714286,1,0,0.333333,1,1,0.281208
0,1,0.714286,1,0,0.666667,1,1,0.282286
0,1,0.714286,1,0,1,1,1,0.2866
