@relation pop_failure-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute vconst_corr numeric
@attribute vconst_2 numeric
@attribute vconst_3 numeric
@attribute vconst_4 numeric
@attribute vconst_5 numeric
@attribute vconst_7 numeric
@attribute ah_corr numeric
@attribute ah_bolus numeric
@attribute slm_corr numeric
@attribute efficiency_factor numeric
@attribute tidal_mix_max numeric
@attribute vertical_decay_scale numeric
@attribute convect_corr numeric
@attribute bckgrnd_vdc1 numeric
@attribute bckgrnd_vdc_ban numeric
@attribute bckgrnd_vdc_eq numeric
@attribute bckgrnd_vdc_psim numeric
@attribute Prandtl numeric
@attribute class {0,1}

@data
0.191724,0.48413,0.335974,0.41232,0.183522,0.1085,0.825754,0.232571,0.256525,0.116595,0.194041,0.685502,0.156079,0.514653,0.644925,0.363416,0.788497,0.223235,1
0.205391,0.32123,0.616185,0.006624,0.4708,0.38523,0.883003,0.207234,0.642694,0.180483,0.188137,0.108026,0.298445,0,0.13015,0.097821,0.707915,0.154949,1
0.034771,0.877404,0.109743,0.223982,0.373528,0.563513,0.372851,0.078936,0.449261,0.061037,0.769409,0.880804,0.95313,0.044063,0.706706,0.931154,0.096781,0.324616,1
0.350561,0.340867,0.123858,0.101847,0.695997,0.8886,0.276629,0.455309,0.720488,0.709934,0.479504,0.102692,0.104411,0.15538,0.553175,0.295912,0.923718,0.064274,1
0.72012,0.589591,0.738111,0.485085,0.258206,0.598708,0.239904,0.445624,0.511874,0.173445,0.206152,0.900476,0.591592,0.788002,0.445045,0.90561,0.789467,0.820897,1
0.341692,0.38797,0.892092,0.320124,0.435771,0.561625,0.485962,0.091276,0.286867,0.810928,0.151422,0.782596,0.916615,0.543864,0.734047,0.498959,0.440223,0.980421,1
0.212474,0.081944,0.175613,0.619396,0.094059,0.181886,0.024366,0.805894,0.340751,0.23778,0.046034,0.325022,0.419057,0.528275,0.791874,0.419743,0.995111,0.424917,1
0.261951,0.063307,0.447238,0.496409,0.175199,0.722958,0.389485,0.971132,0.102477,0.111567,0.941303,0.222345,0.379139,0.223384,0.839993,0.057293,0.465209,0.278784,1
0.572256,0.888955,0.209819,0.203926,0.786291,0.623023,0.097103,0.737101,0.840857,0.502338,0.22879,0.968644,0.167913,0.970241,0.626979,0.061622,0.742731,0.789617,1
0.874974,0.960324,0.511373,0.170176,0.448645,0.472075,0.167821,0.388073,0.82082,0.14357,0.023244,0.148752,0.829413,0.810668,0.975526,0.313198,0.494043,0.241762,0
0.737383,0.659613,0.482287,0.727116,0.982892,0.421327,0.584304,0.067083,0.441192,0.286519,0.560635,0.515772,0.582927,0.015908,0.226095,0.237941,0.11753,0.140917,0
0.655873,0.638483,0.370968,0.456701,0.556083,0.382509,0.644012,0.153317,0.500627,0.280428,0.238942,0.415001,0.761816,0.130179,0.948097,0.990352,0.04329,0.406314,1
0.315268,0.777035,0.486476,0.745618,0.313464,0.513407,0.057805,0.725351,0.506343,0.20876,0.133099,0.246689,0.007342,0.300734,0.56263,0.85264,0.782942,0.671044,1
0.144295,0.62025,0.975756,0.24384,0.939672,0.068442,0.123586,0.016254,0.241787,0.9108,0.910775,0.218903,0.028358,0.566323,0.969252,0.294387,0.154784,0.929638,1
0.101264,0.498632,0.852772,0.157908,0.275886,0.062629,0.183535,0.837465,0.980428,0.272011,0.610603,0.888354,0.196649,0.348011,0.659716,0,0.970084,0.345288,1
0.710644,0.078536,0.404241,0.648175,0.916609,0.15448,0.613549,0.330021,0.277959,0.487977,0.680136,0.822216,0.741645,0.400736,0.922133,0.199533,0.015577,0.075858,1
0.392597,0.154508,0.039166,0.535964,0.0879,0.047464,0.96462,0.02929,0.292235,0.591193,0.827924,0.027171,0.459051,0.595745,0.938763,0.621573,0.055087,0.16875,1
0.090272,0.688583,0.147703,0.345513,0.520997,0.964005,0.079922,0.471337,0.790194,0.659023,0.248656,0.99235,0.4263,0.29129,0.620068,0.113063,0.035801,0.047322,1
0.062612,0.204752,0.11413,0.574527,0.482443,0.343577,0.551678,0.759025,0.008179,0.740634,0.671896,0.00779,0.974648,0.244708,0.704454,0.352509,0.688975,0.965052,1
0.854533,0.481882,0.681133,0.660808,0.604418,0.614366,0.419687,0.074225,0.993196,0.882001,0.294933,0.796573,0.313977,0.146586,0.172914,0.258021,0.203441,0.924742,0
0.234073,0.107118,0.231943,0.524529,0.83257,0.487029,0.634357,0.745049,0.335176,0.092574,0.343447,0.449996,0.589695,0.006989,0.263125,0.191719,0.497288,0.891982,1
0.538177,0.475871,0.470846,0.197721,0.00731,0.725617,0.665657,0.001388,0.041369,0.327176,0.66,0.628961,0.726923,0.934717,0.718305,0.493408,0.817615,0.286206,1
0.331912,0.183908,0.828398,0.439797,0.079635,0.988973,0.264627,0.961051,0.638127,0.797647,0.873292,0.596797,0.354805,0.66172,0.463981,0.634798,0.401681,0.389051,1
0.98738,0.664877,0.867475,0.71549,0.216608,0.976157,0.867098,0.715022,0.33111,0.856661,0.798859,0.455222,0.224973,0.036705,0.651688,0.889424,0.719424,0.603666,1
0.888536,0.842034,0.296203,0.955395,0.891512,0.57981,0.149423,0.88499,0.3736,0.561023,0.124498,0.559386,0.200835,0.213788,0.476263,0.082844,0.247654,0.412927,0
0.281847,0.1514,0.837576,0.770758,0.975613,0.457782,0.778646,0.429303,0.175005,0.988684,0.050662,0.060157,0.114445,0.643547,0.764771,0.323608,0.877637,0.540366,1
0.017949,0.488642,0.646555,0.220322,0.593886,0.511013,0.395479,0.340359,0.361826,0.229184,0.06094,0.724142,0.805157,0.97391,0.437773,0.043552,0.112474,0.638482,1
0.438716,0.856776,0.081447,0.549836,0.246776,0.215101,0.977955,0.643324,0.905431,0.38504,0.918742,0.743487,0.258569,0.034984,0.712124,0.368507,0.398612,0.606543,1
0.823209,0.29718,0.689565,0.996251,0.210008,0.023982,0.108242,0.009666,0.308231,0.745296,0.53904,0.606802,0.525619,0.383687,0.642677,0.561162,0.91466,0.547509,1
0.221533,0.768388,0.365842,0.861149,0.746779,0.749171,0.960061,0.659177,0.127559,0.028545,0.937676,0.165308,0.062361,0.010329,0.851932,0.835515,0.858412,0.67853,1
0.728222,0.440387,0.897043,0.369019,0.623771,0.836402,0.615754,0.283142,0.186091,0.189415,0.110976,0.090101,0.476509,0.61111,0.396355,0.144617,0.408125,0.18807,1
0.764617,0.137133,0.455978,0.848421,0.811516,0.710059,0.914887,0.318161,0.323289,0.83925,0.926593,0.38673,0.965265,0.712307,0.293312,0.667072,0.901348,0.797657,1
0.626914,0.816949,0.161103,0.481412,0.762862,0.083042,0.008017,0.419198,0.685629,0.980142,0.099078,0.489207,0.644667,0.179829,0.106276,0.391585,0.567626,0.72681,0
0.151082,0.704973,0.239063,0.784766,0.884993,0.09888,0.955246,0.316634,0.748431,0.52591,0.108415,0.658916,0.27896,0.634835,0.089253,0.093167,0.272013,0.357006,1
0.187576,0.039015,0.322549,0.448606,0.07401,0.302161,0.735936,0.906284,0.70798,0.965877,0.731154,0.829321,0.540055,0.20207,0.022944,0.513741,0.104683,0.80953,1
0.119667,0.001186,0.263782,0.93807,0.511657,0.480546,0.561982,0.615372,0.998006,0.071729,0.332283,0.713333,0.815856,0.556837,0.342631,0.036801,0.588361,0.653505,1
0.347881,0.246357,0.826317,0.102852,0.644748,0.34927,0.817195,0.573449,0.740222,0.230503,0.134192,0.47113,0.272757,0.693496,0.853372,0.292512,0.772923,0.148138,1
0.160814,0.313313,0.026714,0.273196,0.346308,0.003849,0.882168,0.216452,0.450443,0.093705,0.267363,0.120889,0.079493,0.588482,0.17642,0.472584,0.764037,0.319584,1
0.668353,0.961524,0.375689,0.889186,0.4056,0.165978,0.695221,0.267989,0.351691,0.481264,0.631524,0.180673,0.357809,0.933811,0.980274,0.548873,0.699835,0.537944,1
0.904712,0.871632,0.674926,0.205877,0.470521,0.959794,0.251064,0.593525,0.873431,0.086718,0.709843,0.037154,0.351399,0.251186,0.765566,0.264206,0.951896,0.97825,0
0.102455,0.752538,0.669902,0.704461,0.248322,0.282355,0.602253,0.730516,0.677766,0.274931,0.661108,0.763658,0.070508,0.110656,0.927538,0.15542,0.730059,0.110894,1
0.294423,0.591059,0.134954,0.124372,0.293127,0.191772,0.482404,0.876882,0.085039,0.613352,0.731311,0.98182,0.466297,0.735186,0.644689,0.350421,0.797356,0.598144,1
0.664839,0.908968,0.59796,0.573268,0.692692,0.107443,0.313493,0.12389,0.064563,0.121097,0.25354,0.965126,0.189509,0.351086,0.360034,0.2225,0.748283,0.680492,1
0.181731,0.493977,0.71258,1,0.844553,0.409756,0.658488,0.542848,0.831325,0.064234,0.619887,0.130527,0.920945,0.875794,0.296057,0.651356,0.124609,0.208245,1
0.803938,0.724156,0.336515,0.356366,0.776004,0.177831,0.494624,0.955843,0.609549,0.675987,0.222186,0.709837,0.421479,0.98802,0.899096,0.950047,0.759196,0.938927,1
0.266311,0.081081,0.48425,0.230765,0.825838,0.527467,0.948664,0.706812,0.030364,0.09926,0.412229,0.232554,0.231486,0.658876,0.197413,0.988186,0.476191,0.880661,1
0.203765,0.901179,0.851055,0.824424,0.074167,0.454409,0.912038,0.250048,0.039966,0.175467,0.172246,0.796514,0.708169,0.796891,0.139361,0.013266,0.360298,0.577735,1
0.142004,0.298495,0.06848,0.768537,0.350545,0.392446,0.348138,0.997298,0.928321,0.108436,0.292873,0.167818,0.689121,0.483642,0.865813,0.504853,0.189307,0.190429,1
0.822967,0.930712,0.637058,0.775391,0.06906,0.95491,0.456386,0.863856,0.017725,0.04262,0.828676,0.465588,0.529256,0.950215,0.204963,0.030214,0.641364,0.045908,1
0.018794,0.861379,0.875175,0.783622,0.464898,0.912701,0.192607,0.845314,0.267305,0.017115,0.435751,0.884488,0.298356,0.517102,0.94501,0.925196,0.029661,0.15299,1
0.642555,0.65207,0.740436,0.898214,0.422462,0.423046,0.958773,0.177505,0.379764,0.598349,0.995206,0.044142,0.979805,0.861285,0.383297,0.525038,0.835399,0.836226,1
0.881621,0.678401,0.323741,0.350001,0.196411,0.426353,0.366859,0.747479,0.374042,0.660401,0.447496,0.424337,0.614904,0.257801,0.836242,0.452876,0.184481,0.72641,0
0.761878,0.702593,0.784425,0.798716,0.437521,0.998458,0.178499,0.781634,0.005361,0.734981,0.188446,0.042438,0.091257,0.123579,0.246033,0.932677,0.367627,0.753047,1
0.984836,0.420861,0.259895,0.441549,0.193567,0.57455,0.638141,0.115637,0.153698,0.049428,0.231514,0.813096,0.625887,0.881793,0.8221,0.779441,0.957187,0.888004,1
0.057194,0.37109,0.239113,0.236315,0.845371,0.773244,0.302855,0.679343,0.213015,0.914705,0.773097,0.786228,0.918405,0.078435,0.188731,0.596247,0.521491,0.345517,1
0.046873,0.670091,0.962242,0.450253,0.187832,0.841731,0.165413,0.618703,0.852665,0.114429,0.887468,0.63684,0.19898,0.678979,0.826611,0.749956,0.322676,0.845288,1
0.331525,0.51091,0.235644,0.634121,0.61538,0.624201,0.906267,0.933392,0.248256,0.32564,0.214386,0.752861,0.732346,0.635191,0.486788,0.276178,0.15099,0.874362,1
0.629519,0.937061,0.953772,0.296579,0.544318,0.797149,0.848797,0.29774,0.567858,0.407969,0.0691,0.544691,0.370381,0.83653,0.679248,0.854449,0.861427,0.792277,1
0.597068,0.027385,0.576876,0.663241,0.050472,0.200846,0.08872,0.643184,0.055823,0.202989,0.036959,0.398029,0.56647,0.696159,0.811188,0.111337,0.742893,0.665433,1
0.890529,0.336136,0.267266,0.144944,0.611339,0.609536,0.933578,0.100732,0.648692,0.638969,0.493657,0.27866,0.840529,0.046157,0.576642,0.132926,0.727457,0.024531,1
0.656033,0.712298,0.644004,0.602868,0.548524,0.47972,0.691124,0.742693,0.62745,0.715175,0.098496,0.450847,0.012064,0.286233,0.812034,0.612846,0.273746,0.36658,1
0.739497,0.881997,0.391866,0.054176,0.116026,0.018477,0.244928,0.673487,0.167279,0.505964,0.507907,0.506459,0.807219,0.550612,0.147583,0.342384,0.119696,0.917457,0
0.917343,0.383566,0.583721,0.658446,0.870104,0.660918,0.986264,0.939129,0.896538,0.865678,0.305998,0.776493,0.497072,0.357783,0.181352,0.345911,0.228947,0.22122,1
0.474846,0.410889,0.925225,0.610755,0.740335,0.65311,0.927754,0.396957,0.890643,0.249913,0.304873,0.837035,0.154517,0.832242,0.153856,0.48129,0.267461,0.540348,1
0.941569,0.572518,0.440675,0.201716,1,0.758198,0.230971,0.322437,0.617318,0.25905,0.694862,0.850927,0.04278,0.784421,0.631311,0.372429,0.175183,0.186312,1
0.56399,0.09183,0.160219,0.970585,0.598737,0.995348,0.52539,0.037738,0.91421,0.011118,0.389368,0.308527,0.675119,0.572532,0.251804,0.401094,0.046232,0.796653,1
0.384762,0.037303,0.339409,0.571131,0.522864,0.733465,0.990068,0.357436,0.708308,0.207678,0.325803,0.007573,0.891464,0.661698,0.380319,0.513568,0.610578,0.958348,1
0.746252,0.810087,0.291553,0.962853,0.89799,0.050736,0.597041,0.256494,0.532686,0.628907,0.088437,0.032068,0.483448,0.052744,0.560946,0.489627,0.412008,0.856908,1
0.471014,0.761381,0.230983,0.387044,0.581528,0.715878,0.43752,0.923655,0.275898,0.952557,0.370046,0.402003,0.769105,0.866792,0.93395,0.321463,0.179895,0.472654,1
0.555426,0.347721,0.351533,0.618886,0.86467,0.103996,0.787182,0.855076,0.829486,0.075679,0.757993,0.505344,0.604049,0.295953,0.970346,0.02002,0.557938,0.526419,1
0.558783,0.303319,0.206311,0.939794,0.171607,0.098452,0.273723,0.83944,0.808724,0.767084,0.949897,0.3879,0.70581,0.899223,0.735852,0.755475,0.008611,0.687439,1
0.280163,0.616032,0.904632,0.093601,0.39024,0.489991,0.095412,0.535323,0.748744,0.195243,0.990606,0.266666,0.744762,0.991212,0.076453,0.693458,0.972133,0.234453,1
0.98246,0.979014,0.093477,0.118607,0.926353,0.234229,0.567632,0.757187,0.237247,0.293644,0.940642,0.100736,0.410176,0.726625,0.03507,0.205099,0.133574,0.824812,0
0.086613,0.56996,0.814563,0.112507,0.571352,0.723853,0.854969,0.466133,0.069857,0.21527,0.580878,0.072244,0.972138,0.335498,0.909418,0.839205,0.792927,0.722229,1
0.615712,0.468609,0.365873,0.327761,0.117259,0.383786,0.38822,0.366032,0.628681,0.343381,0.116129,0.868439,0.9803,0.50287,0.090096,0.892893,0.023874,0.709379,1
0.909298,0.546399,0.829706,0.257469,0.629969,0.073369,0.332226,0.028961,0.263014,0.128416,0.871148,0.216353,0.579281,0.269444,0.416848,0.254087,0.401436,0.039513,0
0.015973,0.728373,0.45822,0.630596,0.143213,0.373272,0.682001,0.238783,0.722022,0.398087,0.501041,0.71416,0.33115,0.8478,0.803555,0.67631,0.612715,0.969796,1
0.063646,0.59836,0.530368,0.457348,0.360948,0.830537,0.533413,0.495225,0.51882,0.777645,0.453831,0.660951,0.402509,0.670488,0.960741,0.068269,0.149515,0.33227,1
0.924072,0.024031,0.419107,0.430645,0.528403,0.263859,0.003094,0.303712,0.903377,0.115923,0.297211,0.734375,0.344194,0.90612,0.132016,0.88484,0.600683,0.5823,1
0.170638,0.474792,0.490987,0.134364,0.662991,0.057159,0.156439,0.625195,0.613017,0.23478,0.987382,0.414975,0.790025,0.019963,0.495313,0.212835,0.349103,0.785593,1
0.590872,0.214416,0.703476,0.839246,0.027531,0.149612,0.616722,0.871636,0.959372,0.54516,0.601167,0.275625,0.866062,0.004306,0.104867,0.425872,0.827794,0.398273,1
0.713723,0.360907,0.360001,0.902487,0.770989,0.573208,0.938126,0.427952,0.235031,0.885509,0.840419,0.688094,0.63562,0.556667,0.755321,0.085394,0.934652,0.669681,1
0.464595,0.350277,0.301335,0.466403,0.262765,0.066423,0.143964,0.773194,0.300672,0.035505,0.144824,0.096801,0.060285,0.331444,0.566641,0.434733,0.101205,0.086423,1
0.376025,0.81938,0.811407,0.542309,0.405081,0.900602,0.729007,0.669182,0.942182,0.185269,0.913292,0.532295,0.217258,0.433557,0.922402,0.380515,0.522516,0.501687,1
0.836218,0.500378,0.571722,0.180197,0.011206,0.384446,0.403594,0.975139,0.490128,0.385887,0.701998,0.302604,0.964462,0.918064,0.362865,0.634105,0.388723,0.116405,1
0.146301,0.441515,0.762321,0.471923,0.492956,0.688591,0.08292,0.778654,0.819213,0.813313,0.119986,0.832549,0.907675,0.4036,0.066297,0.476922,0.943327,0.133829,1
0.069501,0.15487,0.079694,0.425317,0.238755,0.584115,0.074303,0.949154,0.080349,0.337597,0.568995,0.289995,0.927473,0.322063,0.471858,0.736526,0.341658,0.973369,1
0.871228,0.454163,0.895703,0.009926,0.282322,0.945682,0.553952,0.411484,0.877762,0.483029,0.207011,0.014528,0.548127,0.117605,0.436394,0.409381,0.854323,0.020514,1
0.407435,0.261427,0.547529,0.563956,0.969178,0.495313,0.97894,0.58009,0.921777,0.579207,0.925774,0.977054,0.648805,0.009441,0.452599,0.428745,0.923359,0.387425,1
0.223468,0.426308,0.692979,0.216627,0.660221,0.469419,0.688051,0.48938,0.131403,0.177322,0.536632,0.695356,0.045123,0.469516,0.710702,0.996033,0.453179,0.649194,1
0.950275,0.53027,0.465521,0.669472,0.376214,0.355186,0.88676,0.468777,0.637352,0.269918,0.196688,0.810431,0.98736,0.578567,0.354192,0.718311,0.820216,0.507967,1
0.52251,0.287021,0.983194,0.334269,0.793087,0.293836,0.77826,0.632359,0.283907,0.401072,0.169623,0.855949,0.128062,0.183064,0.627843,0.821298,0.073491,0.266279,1
0.627878,0.251993,0.038013,0.766659,0.255646,0.948197,0.41271,0.343065,0.797953,0.341207,0.576367,0.123544,0.176006,0.128331,0.594325,0.766522,0.828342,0.95324,1
0.885389,0.624319,0.112837,0.97841,0.87417,0.510277,0.326444,0.636393,0.554126,0.88291,0.790706,0.720659,0.117797,0.627515,0.475103,0.563726,0.977393,0.324396,1
0.500796,0.276463,0.521679,0.371866,0.561858,0.704039,0.37279,0.752821,0.446995,0.535196,0.017243,0.582758,0.992438,0.388973,0.281377,0.998813,0.017538,0.961768,1
0.416589,0.837098,0.736098,0.062045,0.005649,0.763973,0.185939,0.525076,0.777986,0.947239,0.645415,0.60057,0.510314,0.273996,0.744681,0.867002,0.704547,0.922755,1
0.511921,0.662059,0.469622,0.806799,0.807007,0.973939,0.811575,0.054033,0.386614,0.358738,0.460289,0.345407,0.145939,0.684236,0.321824,0.636412,0.395171,0.554753,1
0.487239,0.543315,0.710807,0.715748,0.267147,0.567028,0.861054,0.598358,0.761777,0.79724,0.936376,0.368653,0.097142,0.212774,0.275869,0.572549,0.362485,0.275409,1
0.796129,0.581191,0.314572,0.475879,0.101165,0.597202,0.430307,0.311565,0.670497,0.98485,0.48019,0.759721,0.11442,0.741613,0.057747,0.560531,0.813963,0.46573,1
0.029296,0.765526,0.504162,0.646599,0.046473,0.640605,0.539291,0.07987,0.475235,0.570104,0.337795,0.744927,0.75391,0.100092,0.654377,0.060089,0.686012,0.75961,1
0.499593,0.218997,0.171218,0.626609,0.41269,0.674556,0.614383,0.379867,0.050549,0.079304,0.426693,0.323227,0.17986,0.651317,0.338506,0.374554,0.906154,0.203794,1
0.023221,0.233076,0.13925,0.785519,0.751398,0.274942,0.792698,0.311362,0.951911,0.187713,0.738659,0.200232,0.841572,0.625403,0.522804,0.611614,0.496381,0,1
0.453503,0.0951,0.223305,0.249874,0.962899,0.780427,0.452297,0.990074,0.766775,0.372797,0.920906,0.86259,0.858324,0.904184,0.507494,0.024749,0.590985,0.655174,1
0.229863,0.899549,0.695522,0.318884,0.787744,0.648263,0.182885,0.433726,0.702699,0.780391,0.058472,0.559121,0.780248,0.763235,0.050448,0.302136,0.897949,0.930256,1
0.507266,0.123451,0.397485,0.942957,0.819604,0.402324,0.725923,0.510967,0.542228,0.764806,0.466944,0.499927,0.57106,0.055352,0.270337,0.849894,0.531995,0.729298,1
0.096067,0.404447,0.383622,0.729364,0.557682,0.226876,0.571027,0.014611,0.100614,0.411299,0.472512,0.652689,0.609908,0.674135,0.858888,0.80833,0.846289,0.125642,1
0.390973,0.481024,0.730393,0.795571,0.096647,0.079376,0.060041,0.093042,0.681077,0.965822,0.76254,0.525521,0.427892,0.305517,0.705297,0.709543,0.488594,0.585126,1
0.379751,0.462668,0.540847,0.306565,0.799628,0.218787,0.383884,0.959443,0.311801,0.663421,0.550335,0.058608,0.457938,0.372232,0.206008,0.09677,0.42228,0.459708,1
0.64552,0.749367,0.451754,0.222913,0.317314,0.710188,0.626431,0.572501,0.420903,0.80051,0.955233,0.551433,0.033109,0.067371,0.026656,0.533721,0.24534,0.429877,1
0.206774,0.855238,0.275274,0.852532,0.71798,0.088407,0.975288,0.223666,0.255603,0.553128,0.245678,0.828614,0.68336,0.7035,0.167626,0.786428,0.003877,0.498685,1
0.93554,0.195428,0.683113,0.321754,0.001033,0.756528,0.503275,0.736185,0.16199,0.058082,0.651282,0.490819,0.443817,0.025695,0.106024,0.871665,0.464326,0.175627,1
0.010427,0.230883,0.473999,0,0.988748,0.666477,0.586986,0.290774,0.203395,0.239534,0.316714,0.140878,0.931672,0.598529,0.595424,0.909318,0.581004,0.160901,1
0.610603,0.206158,0.821192,0.55264,0.981228,0.692341,0.504191,0.3344,0.025756,0.993289,0.512338,0.904878,0.133544,0.21917,0.158114,0.795947,0.47834,0.49212,1
0.517178,0.963896,0.527624,0.342811,0.86163,0.298209,0.296922,0.807089,0.994265,0.572078,0.463654,0.193397,0.538426,0.450482,0.973514,0.090781,0.056946,0.820159,1
0.342488,0.004341,0.688888,0.438507,0.514843,0.308731,0.589511,0.5885,0.35646,0.503293,0.893623,0.39028,0.523307,0.177791,0.658289,0.590778,0.755271,0.564656,1
0.258697,0.952489,0.173328,0.947509,0.298446,0.940482,0.510484,0.545481,0.50608,0.136962,0.805431,0.784148,0.880672,0.361461,0.23513,0.507786,0.676889,0.593168,1
0.928646,0.621097,0.498786,0.302553,0.161879,0.433338,0.097928,0.91157,0.807046,0.460274,0.640366,0.018708,0.335756,0.465233,0.243331,0.970317,0.093699,0.4374,1
0.690239,0.327783,0.978797,0.155594,0.903415,0.814711,0.069972,0.418913,0.725347,0.683525,0.968044,0.665223,0.84964,0.639326,0.582193,0.42066,0.094895,0.514447,1
0.248186,0.740149,0.659283,0.996283,0.151459,0.196964,0.102823,0.797098,0.331866,0.087409,0.805829,0.608833,0.055902,0.750694,0.601416,0.936247,0.693883,0.168955,1
0.037524,0.991678,0.593123,0.594346,0.856327,0.3298,0.281527,0.724086,0.142719,0.472488,0.522861,0.601432,0.725492,0.240071,0.041441,0.537884,0.709473,0.446564,1
0.57526,0.150964,0.049269,0.550376,0.519418,0.865789,1,0.712843,0.715311,0.703969,0.965482,0.670156,0.138382,0.890946,0.489897,0.233469,0.654788,0.747145,1
0.221849,0.86258,0.899829,0.033171,0.648936,0.130706,0.654443,0.966328,0.858542,0.944451,0.039989,0.621658,0.372823,0.80038,0.775442,0.817114,0.769324,0.056212,1
0.117607,0.506012,0.939632,0.863797,0.534734,0.439408,0.739465,0.186174,0.58142,0.248597,0.769299,0.631604,0.01572,0.811274,0.798704,0.542812,0.168701,0.7749,1
0.794758,0.085445,0.177364,0.526897,0.486705,0.035334,0.480416,0.82344,0.108451,0.722607,0.558926,0.578095,0.669881,0.538801,0.552055,0.770051,0.663762,0.632025,1
0.442825,0.179852,0.786171,0.678219,0.839593,0.159267,0.025672,0.221981,0.575819,0.434208,0.429746,0.146413,0.873214,0.137415,0.587002,0.041032,0.627392,0.382175,1
0.604598,0.011804,0.019426,0.499479,0.816058,0.593954,0.863979,0.128989,0.190974,0.634804,0.852175,0.74982,0.962213,0.522955,0.987943,0.916738,0.278009,0.340732,1
0.918635,0.268279,0.753265,0.687784,0.355878,0.009734,0.0137,0.81598,0.366011,0.728909,0.100593,0.060539,0.512406,0.236443,0.870785,0.306878,0.433258,0.070996,1
0.957637,0.736868,0.151535,0.489943,0.312525,0.090886,0.216843,0.767399,0.222553,0.522779,0.350516,0.943373,0.661835,0.777467,0.332425,0.919566,0.255041,0.480831,0
0.620263,0.184501,0.252483,0.198027,0.942018,0.520041,0.316673,0.703086,0.28792,0.143305,0.901485,0.488194,0.65622,0.142491,0.427527,0.588925,0.569971,0.904259,1
0.125238,0.708008,0.479843,0.163806,0.157853,0.467107,0.701324,0.146701,0.588887,0.214197,0.15702,0.871865,0.539685,0.770789,0.256384,0.902274,0.629367,0.223055,1
0.038693,0.790005,0.09998,0.075109,0.993975,0.986755,0.200854,0.476117,0.128893,0.893482,0.221759,0.000094,0.310203,0.729285,0.938699,0.804532,0.868627,0.033121,1
0.478561,0.033065,0.428556,0.870135,0.131093,0.24336,0.42298,0.275812,0.177236,0.817991,0.239384,0.519902,0.031079,0.565718,0.500279,0.294975,0.448075,0.693478,1
0.270125,0.813348,0.587194,0.025298,0.681619,0.536378,0.749582,0.684693,0.096647,0.83662,0.819,0.084106,0.910336,0.854582,0.668938,0.190361,0.381957,0.285803,1
0.760894,0.970623,0.045376,0.368165,0.092589,0.922108,0.870137,0.434857,0.565538,0.315034,0.138893,0.482122,0.666533,0.03802,0.69007,0.447537,0.712745,0.127798,0
0.001458,0.106665,0.725486,0.398352,0.199962,0.134748,0.223813,0.077311,0.784281,0.592295,0.150571,0.898393,0.503765,0.965147,0.845057,0.582571,0.638019,0.062679,1
0.897115,0.675245,0.749669,0.484834,0.929956,0.012224,0.446418,0.121529,0.735693,0.717395,0.280123,0.890438,0.714704,0.496288,0.371884,0.955061,0.546404,0.484914,1
0.729354,0.999555,0.381304,0.406443,0.593812,0.823036,0.112317,0.5291,0.842423,0.960912,0.676643,0.47589,0.874493,0.506226,0.411297,0.742622,0.786922,0.195715,1
0.421772,0.777492,0.129096,0.247409,0.94725,0.272522,0.837079,0.243938,0.503526,0.671136,0.395666,0.59385,0.856816,0.092643,0.699998,0.229717,0.206681,0.232512,1
0.698395,0.566375,0.602623,0.152082,0.370792,0.918792,0.60673,0.180762,0.884954,0.832486,0.074591,0.234833,0.184171,0.165545,0.082473,0.800547,0.506011,0.259271,1
0.397089,0.069267,0.886768,0.693264,0.382649,0.927452,0.290341,0.555145,0.207406,0.169769,0.261475,0.736977,0.345365,0.159483,0.09511,0.064392,0.214959,0.528433,1
0.235819,0.888407,0.609938,0.417005,0.678103,0.853248,0.205563,0.943128,0.345291,0.005004,0.028092,0.684164,0.797778,0.001187,0.134907,0.177786,0.806285,0.841603,1
0.96726,0.257506,0.969623,0.72774,0.440947,0.635351,0.276506,0.021565,0.339786,0.619452,0.177714,0.938547,0.519152,0.613162,0.439213,0.102386,0.300719,0.767398,1
0.335518,0.238756,0.06458,0.741676,0.309422,0.805566,0.465369,0.085959,0.17393,0.99537,0.375232,0.051193,0.631089,0.982881,0.617455,0.119742,0.26481,0.119074,1
0.437088,0.305518,0.909633,0.737374,0.704715,0.542862,0.320023,0.722682,0.42924,0.512669,0.108734,0.695685,0.998086,0.827007,0.403336,0.576036,0.584877,0.45237,1
0.286979,0.001595,0.405928,0.850204,0.909438,0.040054,0.170945,0.793577,0.046598,0.605102,0.837182,0.240709,0.248255,0.034141,0.028697,0.138723,0.979376,0.359698,1
0.43222,0.378315,0.057304,0.069811,0.180618,0.872094,0.921478,0.511855,0.653777,0.855298,0.638537,0.845863,0.387974,0.38678,0.548163,0.356526,0.438953,0.742264,1
0.154119,0.49551,0.851598,0.557629,0.399112,0.315999,0.474373,0.662028,0.117308,0.565908,0.161362,0.314551,0.382007,0.810767,0.534338,0.076402,0.50187,0.417313,1
0.783878,0.893217,0.803286,0.986689,0.21174,0.811103,0.261114,0.971258,0.14178,0.740888,0.385376,0.07077,0.938103,0.225259,0.56755,0.048355,0.375685,0.10421,0
