@relation Concrete_Data-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Cement numeric
@attribute 'Blast Furnace Slag ' numeric
@attribute 'Fly Ash ' numeric
@attribute 'Water  ' numeric
@attribute 'Superplasticizer ' numeric
@attribute 'Coarse Aggregate  ' numeric
@attribute 'Fine Aggregate ' numeric
@attribute 'Age ' numeric
@attribute 'Concrete compressive strength' numeric

@data
0.330594,0,0.625187,0.171725,0.372671,0.830814,0.519067,0.151099,0.722437
0.330594,0,0.625187,0.171725,0.372671,0.830814,0.519067,0.271978,0.79843
0.395205,0,0.606697,0.301118,0.307453,0.734302,0.460361,0.005495,0.267472
0.395205,0,0.606697,0.301118,0.307453,0.734302,0.460361,0.035714,0.453968
0.395205,0,0.606697,0.301118,0.307453,0.734302,0.460361,0.074176,0.61044
0.395205,0,0.606697,0.301118,0.307453,0.734302,0.460361,0.151099,0.679208
0.395205,0,0.606697,0.301118,0.307453,0.734302,0.460361,0.271978,0.701134
0.445662,0,0.587206,0.423323,0.295031,0.644767,0.400151,0.005495,0.243927
0.445662,0,0.587206,0.423323,0.295031,0.644767,0.400151,0.035714,0.431793
0.445662,0,0.587206,0.423323,0.295031,0.644767,0.400151,0.074176,0.56148
0.445662,0,0.587206,0.423323,0.295031,0.644767,0.400151,0.151099,0.618288
0.445662,0,0.587206,0.423323,0.295031,0.644767,0.400151,0.271978,0.677837
0.255023,0,0.873063,0.263578,0.31677,0.734012,0.457602,0.005495,0.189859
0.255023,0,0.873063,0.263578,0.31677,0.734012,0.457602,0.035714,0.39118
0.255023,0,0.873063,0.263578,0.31677,0.734012,0.457602,0.074176,0.47116
0.255023,0,0.873063,0.263578,0.31677,0.734012,0.457602,0.151099,0.552012
0.255023,0,0.873063,0.263578,0.31677,0.734012,0.457602,0.271978,0.594867
0.254566,0,0.870565,0.261981,0.363354,0.730523,0.455344,0.005495,0.187368
0.254566,0,0.870565,0.261981,0.363354,0.730523,0.455344,0.035714,0.390806
0.254566,0,0.870565,0.261981,0.363354,0.730523,0.455344,0.074176,0.543291
0.254566,0,0.870565,0.261981,0.363354,0.730523,0.455344,0.151099,0.611686
0.254566,0,0.870565,0.261981,0.363354,0.730523,0.455344,0.271978,0.70973
0.4,0.27212,0.122439,0.310703,0.347826,0.757849,0.472905,0.005495,0.350318
0.4,0.27212,0.122439,0.310703,0.347826,0.757849,0.472905,0.035714,0.565342
0.4,0.27212,0.122439,0.310703,0.347826,0.757849,0.472905,0.074176,0.757568
0.4,0.27212,0.122439,0.310703,0.347826,0.757849,0.472905,0.151099,0.803413
0.4,0.27212,0.122439,0.310703,0.347826,0.757849,0.472905,0.271978,0.805033
0.265297,0.15192,0.618691,0.151757,0.369565,0.798547,0.498495,0.005495,0.31257
0.265297,0.15192,0.618691,0.151757,0.369565,0.798547,0.498495,0.035714,0.418961
0.265297,0.15192,0.618691,0.151757,0.369565,0.798547,0.498495,0.074176,0.662514
0.265297,0.15192,0.618691,0.151757,0.369565,0.798547,0.498495,0.151099,0.743242
0.265297,0.15192,0.618691,0.151757,0.369565,0.798547,0.498495,0.271978,0.762427
0.257763,0.149694,0.609195,0.269968,0.298137,0.620058,0.468138,0.005495,0.195465
0.257763,0.149694,0.609195,0.269968,0.298137,0.620058,0.468138,0.035714,0.45185
0.257763,0.149694,0.609195,0.269968,0.298137,0.620058,0.468138,0.074176,0.621278
0.257763,0.149694,0.609195,0.269968,0.298137,0.620058,0.468138,0.151099,0.643204
0.257763,0.149694,0.609195,0.269968,0.298137,0.620058,0.468138,0.271978,0.676467
0.266895,0,0.62019,0.293131,0.350932,0.807267,0.504014,0.005495,0.162078
0.266895,0,0.62019,0.293131,0.350932,0.807267,0.504014,0.035714,0.295503
0.266895,0,0.62019,0.293131,0.350932,0.807267,0.504014,0.074176,0.347452
0.266895,0,0.62019,0.293131,0.350932,0.807267,0.504014,0.151099,0.435281
0.266895,0,0.62019,0.293131,0.350932,0.807267,0.504014,0.271978,0.546904
0.625571,0,0,0.741214,0,0.588663,0.422479,0.005495,0.173788
0.625571,0,0,0.741214,0,0.588663,0.422479,0.035714,0.290146
0.625571,0,0,0.741214,0,0.588663,0.422479,0.074176,0.369254
0.625571,0,0,0.741214,0,0.588663,0.422479,0.151099,0.423197
0.625571,0,0,0.741214,0,0.588663,0.422479,0.271978,0.507412
0.908676,0,0,0.145367,0.124224,0.479651,0.649774,0.074176,0.812757
0.851598,0,0.294853,0.161342,0.059006,0.863372,0.117913,0.074176,0.683942
0.486301,0.381191,0,0.185304,0.18323,0.956395,0.378826,0.074176,0.989411
0.920091,0,0.29985,0.584665,0,0.665698,0.090316,0.074176,0.768531
0.796804,0,0,0.345048,0.350932,0.665698,0.378826,0.074176,0.95266
0.945205,0,0,0.321086,0.254658,0,0.521826,0.074176,0.486359
0.954338,0,0,0.384984,0.161491,0.156977,0.654792,0.074176,0.721938
0.972603,0,0,0.504792,0.214286,0.34593,0.316106,0.074176,0.678959
0.954338,0,0,0.42492,0.161491,0.200581,0.529353,0.074176,0.606578
0.646119,0,0.67966,0.289137,0.621118,0.296512,0.436528,0.074176,0.663012
0.908904,0,0,0.624601,0.093168,0.940116,0.048169,0.074176,0.520742
0.794749,0.139121,0,0.624601,0.093168,0.940116,0.048169,0.074176,0.461567
0.673516,0.047858,0.789605,0.361022,0.645963,0.482558,0.097842,0.074176,0.664258
0.527397,0.048692,0.814593,0.361022,0.555901,0.56686,0.145509,0.074176,0.559985
0.52968,0.048971,0.789605,0.536741,0.475155,0.482558,0.097842,0.074176,0.523234
0.691781,0,0,0.42492,0,0.927326,0.253387,0.074176,0.622524
0.223744,0.556483,0,0.544728,0,1,0.16558,0.074176,0.584527
0.945205,0,0,0.321086,0.257764,0,0.521826,0.074176,0.486359
0.098174,0.32276,0.594703,0.496805,0.177019,0.093023,0.717511,0.074176,0.334247
0.13242,0.356149,0.609695,0.480831,0.198758,0.06686,0.715003,0.074176,0.461816
0.30137,0.434057,0,0.536741,0.18323,0.523256,0.416458,0.074176,0.460571
0.3379,0.500835,0.474763,0.297125,0.295031,0.171512,0.516809,0.074176,0.816494
0.851598,0,0,0.321086,0.295031,0.706395,0.170597,0.074176,0.700012
0.417808,0.528659,0,0.329073,0.236025,0.668605,0.228299,0.074176,0.63847
0.579909,0.331107,0,0.305112,0.279503,0.755814,0.158053,0.074176,0.705992
0.394977,0.500835,0.5997,0.321086,0.322981,0.084302,0.429002,0.074176,0.920767
0.908676,0,0,0.233227,0.279503,0.674419,0.153036,0.074176,0.841037
0.143836,0,0.717641,0.335463,0,0.594767,0.769945,0.005495,0.150368
0.143836,0.35754,0.66017,0.425719,0.251553,0.595349,0.38284,0.005495,0.212906
0.173516,0.361157,0.592704,0.464058,0.111801,0.599709,0.383342,0.005495,0.229226
0.149315,0.361436,0.642679,0.428914,0.242236,0.596802,0.38284,0.005495,0.157095
0.160731,0.037841,0.861569,0.279553,0.127329,0.596802,0.658304,0.005495,0.236203
0.163242,0.139399,0.867066,0.34345,0.201863,0.596512,0.500502,0.005495,0.258503
0.148402,0.209794,0.834583,0.337061,0.245342,0.599709,0.441796,0.005495,0.16432
0.163927,0.259878,0.7991,0.403355,0.301242,0.599419,0.38284,0.005495,0.168058
0.201598,0,0.625687,0.357827,0.307453,0.80814,0.514049,0.005495,0.12732
0.3379,0,0.478261,0.559105,0.164596,0.429942,0.660311,0.005495,0.076741
0.254566,0,0.870565,0.298722,0.363354,0.705233,0.446312,0.005495,0.165442
0.211644,0,0.502249,0.386581,0.232919,0.572674,0.772203,0.005495,0.122711
0.341096,0,0.591204,0.567891,0.180124,0.705233,0.402158,0.005495,0.120219
0.143836,0,0.717641,0.335463,0,0.594767,0.769945,0.035714,0.181263
0.143836,0.35754,0.66017,0.425719,0.251553,0.595349,0.38284,0.035714,0.383207
0.173516,0.361157,0.592704,0.464058,0.111801,0.599709,0.383342,0.035714,0.397533
0.149315,0.361436,0.642679,0.428914,0.242236,0.596802,0.38284,0.035714,0.36726
0.160731,0.037841,0.861569,0.279553,0.127329,0.596802,0.658304,0.035714,0.341597
0.163242,0.139399,0.867066,0.34345,0.201863,0.596512,0.500502,0.035714,0.38221
0.148402,0.209794,0.834583,0.337061,0.245342,0.599709,0.441796,0.035714,0.38084
0.163927,0.259878,0.7991,0.403355,0.301242,0.599419,0.38284,0.035714,0.339106
0.201598,0,0.625687,0.357827,0.307453,0.80814,0.514049,0.035714,0.212906
0.3379,0,0.478261,0.559105,0.164596,0.429942,0.660311,0.035714,0.278186
0.254566,0,0.870565,0.298722,0.363354,0.705233,0.446312,0.035714,0.339604
0.211644,0,0.502249,0.386581,0.232919,0.572674,0.772203,0.035714,0.273452
0.341096,0,0.591204,0.567891,0.180124,0.705233,0.402158,0.035714,0.229226
0.143836,0,0.717641,0.335463,0,0.594767,0.769945,0.074176,0.297371
0.143836,0.35754,0.66017,0.425719,0.251553,0.595349,0.38284,0.074176,0.548897
0.173516,0.361157,0.592704,0.464058,0.111801,0.599709,0.383342,0.074176,0.458826
0.149315,0.361436,0.642679,0.428914,0.242236,0.596802,0.38284,0.074176,0.484241
0.160731,0.037841,0.861569,0.279553,0.127329,0.596802,0.658304,0.074176,0.390681
0.163242,0.139399,0.867066,0.34345,0.201863,0.596512,0.500502,0.074176,0.446867
0.148402,0.209794,0.834583,0.337061,0.245342,0.599709,0.441796,0.074176,0.486857
0.163927,0.259878,0.7991,0.403355,0.301242,0.599419,0.38284,0.074176,0.442008
0.201598,0,0.625687,0.357827,0.307453,0.80814,0.514049,0.074176,0.280553
0.3379,0,0.478261,0.559105,0.164596,0.429942,0.660311,0.074176,0.310078
0.254566,0,0.870565,0.298722,0.363354,0.705233,0.446312,0.074176,0.527096
0.211644,0,0.502249,0.386581,0.232919,0.572674,0.772203,0.074176,0.435281
0.341096,0,0.591204,0.567891,0.180124,0.705233,0.402158,0.074176,0.385449
0.143836,0,0.717641,0.335463,0,0.594767,0.769945,0.151099,0.426436
0.143836,0.35754,0.66017,0.425719,0.251553,0.595349,0.38284,0.151099,0.640214
0.173516,0.361157,0.592704,0.464058,0.111801,0.599709,0.383342,0.151099,0.576305
0.149315,0.361436,0.642679,0.428914,0.242236,0.596802,0.38284,0.151099,0.615298
0.160731,0.037841,0.861569,0.279553,0.127329,0.596802,0.658304,0.151099,0.417591
0.163242,0.139399,0.867066,0.34345,0.201863,0.596512,0.500502,0.151099,0.640837
0.148402,0.209794,0.834583,0.337061,0.245342,0.599709,0.441796,0.151099,0.636975
0.163927,0.259878,0.7991,0.403355,0.301242,0.599419,0.38284,0.151099,0.581288
0.201598,0,0.625687,0.357827,0.307453,0.80814,0.514049,0.151099,0.366139
0.3379,0,0.478261,0.559105,0.164596,0.429942,0.660311,0.151099,0.464806
0.254566,0,0.870565,0.298722,0.363354,0.705233,0.446312,0.151099,0.609568
0.211644,0,0.502249,0.386581,0.232919,0.572674,0.772203,0.151099,0.511524
0.341096,0,0.591204,0.567891,0.180124,0.705233,0.402158,0.151099,0.460197
0.143836,0,0.717641,0.335463,0,0.594767,0.769945,0.271978,0.443877
0.143836,0.35754,0.66017,0.425719,0.251553,0.595349,0.38284,0.271978,0.65641
0.173516,0.361157,0.592704,0.464058,0.111801,0.599709,0.383342,0.271978,0.593746
0.149315,0.361436,0.642679,0.428914,0.242236,0.596802,0.38284,0.271978,0.639467
0.160731,0.037841,0.861569,0.279553,0.127329,0.596802,0.658304,0.271978,0.440389
0.163242,0.139399,0.867066,0.34345,0.201863,0.596512,0.500502,0.271978,0.669366
0.148402,0.209794,0.834583,0.337061,0.245342,0.599709,0.441796,0.271978,0.678709
0.163927,0.259878,0.7991,0.403355,0.301242,0.599419,0.38284,0.271978,0.605581
0.201598,0,0.625687,0.357827,0.307453,0.80814,0.514049,0.271978,0.389062
0.3379,0,0.478261,0.559105,0.164596,0.429942,0.660311,0.271978,0.483742
0.254566,0,0.870565,0.298722,0.363354,0.705233,0.446312,0.271978,0.630746
0.211644,0,0.502249,0.386581,0.232919,0.572674,0.772203,0.271978,0.522611
0.341096,0,0.591204,0.567891,0.180124,0.705233,0.402158,0.271978,0.47116
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.074176,0.68145
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.074176,0.524355
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.074176,0.606578
0.785388,0.066778,0.394803,0.321086,0.319876,0.482558,0.296036,0.074176,0.636103
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.005495,0.411486
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.005495,0.282671
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.005495,0.261866
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.016484,0.618911
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.016484,0.444624
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.016484,0.460571
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.151099,0.73178
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.151099,0.670363
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.151099,0.659275
0.785388,0.066778,0.394803,0.321086,0.319876,0.482558,0.296036,0.151099,0.653295
0.650685,0.055648,0.469765,0.28115,0.444099,0.398256,0.629704,0.074176,0.596861
0.650685,0.055648,0.469765,0.28115,0.431677,0.398256,0.629704,0.074176,0.55251
0.650685,0.055648,0.469765,0.28115,0.360248,0.398256,0.629704,0.074176,0.55251
0.650685,0.055648,0.469765,0.28115,0.444099,0.398256,0.629704,0.005495,0.254391
0.650685,0.055648,0.469765,0.28115,0.431677,0.398256,0.629704,0.005495,0.288775
0.650685,0.055648,0.469765,0.28115,0.360248,0.398256,0.629704,0.005495,0.404136
0.650685,0.055648,0.469765,0.28115,0.444099,0.398256,0.629704,0.016484,0.429924
0.650685,0.055648,0.469765,0.28115,0.431677,0.398256,0.629704,0.016484,0.542793
0.650685,0.055648,0.469765,0.28115,0.360248,0.398256,0.629704,0.016484,0.490096
0.650685,0.055648,0.469765,0.28115,0.444099,0.398256,0.629704,0.151099,0.672854
0.650685,0.055648,0.469765,0.28115,0.431677,0.398256,0.629704,0.151099,0.568581
0.650685,0.055648,0.469765,0.28115,0.360248,0.398256,0.629704,0.151099,0.736639
0.577626,0.052866,0.484758,0.185304,0.406832,0.482558,0.694932,0.074176,0.519497
0.577626,0.052866,0.484758,0.185304,0.381988,0.482558,0.694932,0.074176,0.661767
0.888128,0.072343,0.614693,0.704473,0.121118,0.235465,0.263422,0.074176,0.663012
0.888128,0.072343,0.614693,0.632588,0.121118,0.061047,0.263422,0.074176,0.692538
0.888128,0.072343,0.614693,0.704473,0.121118,0.235465,0.263422,0.005495,0.290021
0.888128,0.072343,0.614693,0.704473,0.121118,0.235465,0.263422,0.016484,0.38819
0.888128,0.072343,0.614693,0.704473,0.121118,0.235465,0.263422,0.151099,0.713342
0.888128,0.072343,0.614693,0.632588,0.121118,0.061047,0.263422,0.005495,0.339106
0.888128,0.072343,0.614693,0.632588,0.121118,0.061047,0.263422,0.016484,0.443379
0.888128,0.072343,0.614693,0.632588,0.121118,0.061047,0.263422,0.151099,0.741622
0.73516,0.061213,0.65967,0.448882,0.263975,0.061047,0.39137,0.074176,0.743989
0.73516,0.061213,0.65967,0.448882,0.263975,0.235465,0.39137,0.005495,0.369752
0.73516,0.061213,0.65967,0.36901,0.276398,0.061047,0.39137,0.074176,0.869191
0.73516,0.061213,0.65967,0.448882,0.263975,0.061047,0.39137,0.016484,0.456833
0.73516,0.061213,0.65967,0.448882,0.263975,0.061047,0.39137,0.151099,0.789461
0.73516,0.061213,0.65967,0.36901,0.276398,0.061047,0.39137,0.005495,0.370998
0.73516,0.061213,0.65967,0.36901,0.276398,0.061047,0.39137,0.016484,0.472904
0.73516,0.061213,0.65967,0.36901,0.276398,0.061047,0.39137,0.151099,0.897346
0.228311,0.030607,0.704648,0.672524,0.052795,0.409884,0.519318,0.074176,0.244674
0.228311,0.030607,0.704648,0.672524,0.052795,0.409884,0.519318,0.005495,0.093684
0.228311,0.030607,0.704648,0.672524,0.052795,0.409884,0.519318,0.016484,0.158714
0.228311,0.030607,0.704648,0.672524,0.052795,0.409884,0.519318,0.151099,0.26062
0.415525,0.041736,0.704648,0.456869,0.170807,0.119186,0.519318,0.074176,0.515759
0.415525,0.041736,0.704648,0.456869,0.170807,0.119186,0.519318,0.005495,0.13791
0.415525,0.041736,0.704648,0.456869,0.170807,0.119186,0.519318,0.016484,0.271583
0.415525,0.041736,0.704648,0.456869,0.170807,0.119186,0.519318,0.151099,0.525601
0.586758,0.052866,0.704648,0.257188,0.338509,0.409884,0.519318,0.074176,0.755077
0.586758,0.052866,0.704648,0.257188,0.338509,0.409884,0.519318,0.074176,0.712097
0.586758,0.052866,0.704648,0.257188,0.338509,0.409884,0.519318,0.005495,0.283917
0.586758,0.052866,0.704648,0.257188,0.338509,0.409884,0.519318,0.005495,0.265479
0.586758,0.052866,0.704648,0.257188,0.338509,0.409884,0.519318,0.016484,0.416345
0.586758,0.052866,0.704648,0.257188,0.338509,0.409884,0.519318,0.016484,0.451975
0.586758,0.052866,0.704648,0.257188,0.338509,0.409884,0.519318,0.151099,0.827457
0.586758,0.052866,0.704648,0.257188,0.338509,0.409884,0.519318,0.151099,0.802915
0.762557,0,0,0.768371,0,0.108721,0.315354,0.074176,0.268095
0.426941,0,0,0.560703,0,0.326163,0.755896,0.244505,0.3705
0.426941,0,0,0.560703,0,0.326163,0.755896,0.005495,0.116108
0.664384,0,0,0.560703,0,0.405814,0.480682,0.005495,0.210166
0.664384,0,0,0.560703,0,0.405814,0.480682,0.244505,0.579544
0.664384,0,0,0.560703,0,0.405814,0.480682,0.074176,0.464308
0.863014,0,0,0.560703,0,0.393023,0.296538,0.074176,0.518375
0.863014,0,0,0.560703,0,0.393023,0.296538,0.016484,0.401644
0.863014,0,0,0.560703,0,0.393023,0.296538,0.244505,0.647689
0.863014,0,0,0.560703,0,0.393023,0.296538,0.005495,0.274947
0.527397,0,0,0.560703,0,0.378488,0.623683,0.005495,0.165566
0.349315,0,0,0.560703,0,0.25814,0.880582,0.244505,0.243304
0.349315,0,0,0.560703,0,0.25814,0.880582,0.016484,0.098293
0.426941,0,0,0.560703,0,0.326163,0.755896,0.016484,0.152859
0.349315,0,0,0.560703,0,0.25814,0.880582,0.074176,0.20456
0.527397,0,0,0.560703,0,0.378488,0.623683,0.074176,0.369254
0.527397,0,0,0.560703,0,0.378488,0.623683,0.016484,0.262489
0.426941,0,0,0.560703,0,0.326163,0.755896,0.074176,0.289523
0.527397,0,0,0.560703,0,0.378488,0.623683,0.244505,0.490221
0.664384,0,0,0.560703,0,0.405814,0.480682,0.016484,0.316557
0.349315,0,0,0.560703,0,0.25814,0.880582,0.005495,0.073128
0.12968,0.662771,0,0.510383,0,0.696512,0.351982,0.016484,0.090818
0.314155,1,0,0.510383,0,0.408721,0.176367,0.016484,0.287654
0.310959,0.441848,0,0.510383,0,0.696512,0.351982,0.016484,0.166438
0.18242,0.759043,0,0.510383,0,0.614535,0.301806,0.074176,0.319048
0.208904,0.807457,0,0.510383,0,0.573256,0.276719,0.074176,0.377476
0.350457,0.473845,0,0.510383,0,0.655814,0.326894,0.016484,0.185748
0.389954,0.506121,0,0.510383,0,0.614535,0.301806,0.016484,0.217267
0.314155,1,0,0.510383,0,0.408721,0.176367,0.074176,0.462315
0.271233,0.409572,0,0.510383,0,0.738372,0.37707,0.074176,0.291765
0.673516,0,0,0.510383,0,0.696512,0.351982,0.074176,0.383082
0.640411,0,0,0.510383,0,0.717442,0.364526,0.016484,0.270836
0.248174,0.879521,0,0.510383,0,0.511628,0.239087,0.016484,0.242806
0.12968,0.662771,0,0.510383,0,0.696512,0.351982,0.074176,0.233462
0.442466,0,0,0.510383,0,0.844186,0.439789,0.016484,0.155849
0.350457,0.473845,0,0.510383,0,0.655814,0.326894,0.074176,0.37025
0.231735,0.377574,0,0.510383,0,0.8,0.414701,0.016484,0.11997
0.673516,0,0,0.510383,0,0.696512,0.351982,0.016484,0.288028
0.6379,0,0,0.510383,0,0.882558,0.477421,0.074176,0.251152
0.442466,0,0,0.510383,0,0.844186,0.439789,0.074176,0.285163
0.287671,0.951864,0,0.510383,0,0.45,0.201455,0.074176,0.465554
0.271233,0.409572,0,0.510383,0,0.738372,0.37707,0.016484,0.134048
0.488813,0.586255,0,0.510383,0,0.511628,0.239087,0.074176,0.453096
0.076941,0.566221,0,0.510383,0,0.8,0.414701,0.016484,0.064532
0.310731,0,0,0.510383,0,0.923837,0.489965,0.074176,0.189984
0.541553,0,0,0.510383,0,0.779651,0.402158,0.016484,0.234832
0.076941,0.566221,0,0.510383,0,0.8,0.414701,0.074176,0.197708
0.208904,0.807457,0,0.510383,0,0.573256,0.276719,0.016484,0.18525
0.231735,0.377574,0,0.510383,0,0.8,0.414701,0.074176,0.252896
0.42968,0.538397,0,0.510383,0,0.573256,0.276719,0.016484,0.243304
0.18242,0.759043,0,0.510383,0,0.614535,0.301806,0.016484,0.125078
0.155936,0.432666,0,0.510383,0,0.655814,0.326894,0.074176,0.291516
0.248174,0.879521,0,0.510383,0,0.511628,0.239087,0.074176,0.442008
0.287671,0.951864,0,0.510383,0,0.45,0.201455,0.016484,0.244051
0.42968,0.538397,0,0.510383,0,0.573256,0.276719,0.074176,0.382584
0.6379,0,0,0.510383,0,0.882558,0.477421,0.016484,0.152112
0.310959,0.441848,0,0.510383,0,0.696512,0.351982,0.074176,0.306217
0.192237,0.345298,0,0.510383,0,0.82093,0.427245,0.016484,0.070637
0.541553,0,0,0.510383,0,0.779651,0.402158,0.074176,0.368382
0.310731,0,0,0.510383,0,0.923837,0.489965,0.016484,0.099788
0.343607,0,0,0.510383,0,0.902907,0.477421,0.074176,0.217267
0.640411,0,0,0.510383,0,0.717442,0.364526,0.074176,0.437399
0.343607,0,0,0.510383,0,0.902907,0.477421,0.016484,0.11399
0.488813,0.586255,0,0.510383,0,0.511628,0.239087,0.016484,0.275445
0.192237,0.345298,0,0.510383,0,0.82093,0.427245,0.074176,0.190233
0.155936,0.432666,0,0.510383,0,0.655814,0.326894,0.016484,0.104647
0.389954,0.506121,0,0.510383,0,0.614535,0.301806,0.074176,0.361904
0.541096,0,0,0.600639,0,0.485465,0.469142,0.005495,0.135667
0.541096,0,0,0.600639,0,0.485465,0.469142,0.016484,0.232216
0.541096,0,0,0.600639,0,0.485465,0.469142,0.035714,0.307836
0.541096,0,0,0.600639,0,0.485465,0.469142,0.074176,0.370126
0.541096,0,0,0.600639,0,0.485465,0.469142,0.244505,0.409119
0.541096,0,0,0.600639,0,0.485465,0.469142,0.491758,0.425065
0.541096,0,0,0.600639,0,0.485465,0.469142,1,0.455463
0.305936,0,0,0.576677,0,0.485465,0.730055,0.005495,0.051576
0.305936,0,0,0.576677,0,0.485465,0.730055,0.035714,0.130933
0.305936,0,0,0.576677,0,0.485465,0.730055,0.074176,0.200448
0.305936,0,0,0.576677,0,0.485465,0.730055,0.244505,0.244425
0.305936,0,0,0.56869,0,0.485465,0.730055,0.491758,0.27121
0.305936,0,0,0.56869,0,0.485465,0.730055,1,0.283418
0.399543,0,0,0.552716,0,0.485465,0.657301,0.035714,0.235829
0.399543,0,0,0.552716,0,0.485465,0.657301,0.074176,0.294506
0.399543,0,0,0.552716,0,0.485465,0.657301,0.005495,0.112495
0.399543,0,0,0.552716,0,0.485465,0.657301,0.244505,0.360284
0.399543,0,0,0.552716,0,0.485465,0.657301,0.491758,0.373739
0.399543,0,0,0.552716,0,0.485465,0.657301,0.986264,0.390806
0.347032,0,0,0.608626,0,0.485465,0.674862,0.005495,0.086957
0.347032,0,0,0.608626,0,0.485465,0.674862,0.244505,0.30659
0.347032,0,0,0.608626,0,0.485465,0.674862,0.491758,0.315186
0.347032,0,0,0.608626,0,0.485465,0.674862,1,0.342095
0.468037,0,0,0.56869,0,0.485465,0.546914,0.491758,0.400648
0.468037,0,0,0.56869,0,0.485465,0.546914,1,0.421328
0.468037,0,0,0.56869,0,0.485465,0.546914,0.005495,0.127196
0.468037,0,0,0.56869,0,0.485465,0.546914,0.074176,0.31394
0.468037,0,0,0.56869,0,0.485465,0.546914,0.244505,0.381089
0.305936,0,0,0.56869,0,0.485465,0.730055,0.016484,0.095428
0.223744,0,0,0.464856,0,0.94186,0.629704,0.016484,0.068643
0.223744,0,0,0.464856,0,0.94186,0.629704,0.074176,0.123583
0.280822,0,0,0.472843,0,0.906977,0.599599,0.016484,0.110128
0.280822,0,0,0.472843,0,0.906977,0.599599,0.074176,0.186994
0.509132,0,0,0.496805,0,0.761628,0.47416,0.016484,0.189485
0.509132,0,0,0.496805,0,0.761628,0.47416,0.074176,0.351813
0.394977,0,0,0.488818,0,0.834302,0.536879,0.016484,0.147876
0.394977,0,0,0.488818,0,0.834302,0.536879,0.074176,0.276193
0.452055,0,0,0.496805,0,0.796512,0.504265,0.016484,0.165068
0.452055,0,0,0.496805,0,0.796512,0.504265,0.074176,0.305469
0.623288,0,0,0.51278,0,0.688953,0.41144,0.016484,0.295627
0.623288,0,0,0.51278,0,0.688953,0.41144,0.074176,0.446991
0.680365,0,0,0.520767,0,0.651163,0.378826,0.074176,0.515386
0.680365,0,0,0.520767,0,0.651163,0.378826,0.016484,0.346456
0.3379,0,0,0.480831,0,0.869186,0.566984,0.016484,0.129563
0.3379,0,0,0.480831,0,0.869186,0.566984,0.074176,0.23097
0.56621,0,0,0.51278,0,0.723837,0.441545,0.016484,0.22362
0.56621,0,0,0.51278,0,0.723837,0.441545,0.074176,0.398156
0.231735,0.849471,0,0.652556,0,0.472093,0.090316,0.016484,0.214401
0.338356,0.464107,0,0.652556,0,0.513372,0.251129,0.244505,0.565342
0.125571,0.65665,0,0.560703,0,0.390698,0.469644,0.244505,0.511399
0.089726,0.589872,0,0.652556,0,0.496512,0.387607,0.074176,0.343341
0.147945,0.69616,0,0.652556,0,0.507558,0.247366,0.005495,0.056933
0.047032,0.511686,0,0.652556,0,0.456977,0.51706,0.244505,0.384452
0.186986,0.341124,0,0.652556,0,0.459884,0.516809,0.005495,0.032017
0,0.42571,0,0.560703,0,0.25,0.873056,0.005495,0.027906
0,0.42571,0,0.560703,0,0.25,0.873056,0.244505,0.288152
0.047032,0.511686,0,0.652556,0,0.456977,0.51706,0.074176,0.273577
0.147945,0.69616,0,0.652556,0,0.507558,0.247366,0.074176,0.393921
0.223744,0.370061,0,0.560703,0,0.477907,0.532363,0.005495,0.113118
0.014384,0.451864,0,0.652556,0,0.398837,0.639739,0.074176,0.227482
0.464155,0.566221,0,0.652556,0,0.477907,0.092825,0.016484,0.293509
0.014384,0.451864,0,0.652556,0,0.398837,0.639739,0.244505,0.335119
0.031963,0.481358,0,0.560703,0,0.316279,0.747366,0.244505,0.357419
0.089726,0.589872,0,0.652556,0,0.496512,0.387607,0.016484,0.100411
0.125571,0.65665,0,0.560703,0,0.390698,0.469644,0.074176,0.390308
0.070776,0.556483,0,0.560703,0,0.367442,0.615153,0.074176,0.318176
0.338356,0.464107,0,0.652556,0,0.513372,0.251129,0.016484,0.212034
0.1621,0.32276,0,0.560703,0,0.423837,0.659308,0.016484,0.112869
0.205479,0.801336,0,0.560703,0,0.374419,0.306322,0.005495,0.13031
0.205479,0.801336,0,0.560703,0,0.374419,0.306322,0.074176,0.46082
0.116438,0.283806,0,0.560703,0,0.252907,0.875815,0.005495,0.030522
0.424658,0.534224,0,0.560703,0,0.380814,0.310587,0.005495,0.171671
0.464155,0.566221,0,0.652556,0,0.477907,0.092825,0.074176,0.511399
